label	text
0	"I'm seeing a pattern here. If you see a movie on Mystery Science Theater 3000, chances are if you go to IMDb.com there will be hordes of lovers of the film, yet it was picked to be on that TV show because it was sooo bad. I'm sorry but I read a lot about Rocketship X-M as being some landmark sci fi film that stressed realism. Well if that is the case I could write for several paragraphs about how even with 1950's knowledge this movie is utterly flawed. Gravity might be the first obvious observation, or as MST3K did as a skit ""selective gravity"", also what about when they are plunging to their death and they are just standing there looking out of the window, um would'nt the ship being upside down effect that scene? I would like to think that they started with good intentions and that it ran over budget or something but I think this movie was just plain cheese as in the from under type. Just compare this to ""When Worlds Collide"" which was released in 1951 to see the true place where this movie ranks, there's no comparison. The movie gets a 2 or maybe 3 on its own, its not even funny to watch on its own. It gets about a 5 or 6 as a MST3K episode as there is no action or much to make fun of, just bad, bad, bad, oh did I mention, it's bad."
0	It is one of the joys of Shakespeare that there can be no definitive performances - no single performance can be right', but some can be wrong, and this one is. There are at least two things about Hamlet which cannot be dispensed with: 1. His indecisiveness and inability to take any kind of action. For God's sake that is what makes the play last as long as it does. If you had Othello there instead of Hamlet, Claudius would be dead by the end of Act One. Any production has to try to explain why Hamlet delays, why he is incapable of action. 2. His sexual disgust. His total revulsion at the thought of what his mother and uncle get up to in bed fill him with an utter disgust for all things sexual and this means that any kind of relationship with Ophelia is impossible. At the slightest hint of sex, Hamlet throws up. So, what does Mel Gibson give us? Lusty action-man. You could not get further from the character of Hamlet if you tried. There are lots of ways Hamlet can be played, but this isn't one of them! What I don't understand is since they managed to get such good actors for the other parts - Claudius, Polonius and so on, why couldn't they find one to play Hamlet as well. Mark Rylance in the part would have made this a great film. This Mel Gibson', whoever he is, completely let down the rest of the cast. And lets face it, Hamlet without the prince really doesn't work.
0	"There really is very little positive that can be said about this film. Walter Pidgeon is a truly unconvincing hero and even moreso when he tries to go ""undercover"" as a villain who, we're meant to believe, drinks too much and knocks his wife about a bit. Margaret Leighton, as the wife/undercover sergeant is a little more convincing but it's still difficult to believe that any hood worth their salt would not have seen through their charade in less than a minute. The plot, about a bullion heist, is silly, and the action drags rather than grips. David Tomlinson, who plays Algy in the same way that David Tomlinson seems to play all his roles, is the only glimmer of light in a wholly dull affair."
1	Colonel Chabert is one of the best adaptations from novel to screen I have seen in the movies. It combines the realism of French cinema with excellent characterisation, from Depardieu's lost Chabert to Fabrice Luchini's proud Lawyer to Fanny Ardant's complex widow. The movie has wonderful dimension, as you might expect from a top cinematographer such as Yves Angelo. The characters keep this movie in gear and although a bit slow in the beginning, picks up pace and is a fine movie by the time it reaches the finish.
1	"""The Great Dictator"" is, arguably, one of Charlie Chaplin's most widely-known films. It is notorious for it's blatant satire of Adolf Hitler and Nazism. Until watching it, I only knew of it's fame. Now I know how much the film deserves it.<br /><br />The film basically shows the exploits of the somewhat clumsy, ambitious, short-fused and impressive dictator of Tomania, Adenoid Hynkel; and with him, his near and dear staff: Field-Marshall Herring and Herr Garbitsch. Also, it entails the exploits of an amnesiac, emotional and often clumsy Jewish barber, a veteran of the First World War.<br /><br />Stopping with the plot, I would like to say that this film has various qualities that make it both unique and wonderful. While the comedy is decidedly both verbal and slapstick and incidental, the entirety of the film shows how serious it takes Nazism or aggressive nationalism as a theme with various interludes. Chaplin's impeccable acting skills range far and wide in the film, he keeps revving it up and up until he simply explodes. Paulette Goddard's position as an ambitious Jewish would-be revolter and Henry Daniell's delivery of a nasal, calm-as-Death-serious-as-a-heart-attack lines makes for wonderful viewing.<br /><br />Further, one aspect of the film is what makes it so special: it pulls no punches. It isn't ""covert"", it has no business being covert. It is an ""overt"", blatant, in-your-face, obvious lampooning of both Hitler and Nazism.<br /><br />To sum up briefly, watch it. Just watch it, you'll see it."
0	Truly awful nonsensical garbage. This movie does everything wrong except make the running time under an hour. The gore FX defy gravity & logic. There are no scares. The acting is abysmal, with everyone appearing to be reading their lines. There's a surprise ending that's just silly where we find out that things we saw happen didn't even happen. Boy do I hate cop out endings! They pad this thing out with long drawn-out shots of people doing nothing interesting(like putting on make-up or talking for what seems like forever). They have to pad out a movie that's under an hour long? Ridiculous. The story itself is pretty freakin' thin. I mean it's just a variation of the movie APRIL FOOL'S DAY, if I remember that movie correctly, and that film wasn't all that great either. The only good thing I can say is it seems to have been shot well. Too bad nothing happens that's very exciting.
1	I saw the film and am very pleased to see a film so different in character and story to the stupid,mainstream American major productions. Its a film with a background interesting for young as much as all age- groups. Contrary to certain reviews the audience seems to split my evaluation as the film is very successful wherever yet exploited worldwide. For example in Netherlands is was ranked number 3 . Negative statements must be respected but one should expect such to be guided on a fact basis. If you have the chance view the film and enjoy it.
1	Chucky is back but this time he is not scary (a lot) - but he is funny!<br /><br />When Chucky is brought back to life (in the doll, of course) by his old trailer trash girlfriend, Tiffany, he promptly kills her and transforms her into a doll, too. Tiffany and Chucky are now on the case of 2 high school graduates - eekkk!!<br /><br />Don't miss this film - it is a whole lot of fun. It is scary, funny, weird, wacky and stupid all in one!<br /><br />My rating : 9/10.
0	"When I saw the poster at the theater, I thought that it is a ""new line"" of a horror story without a famous cast worth giving a try. But, after I went in, I wanted to leave after 20 minutes. There was a lot of non-sense and logical flaws. To me, it is a movie that is not worth putting in theaters. It is not even worth seeing."
1	"I saw this movie for the first time a little over a year ago. I've seen it 4 more times since. I had never heard of it before and I consider myself knowledgeable of classic cinema. A true, polished, diamond in the rough.<br /><br />This gem of a movie revolves around Jon Voight (lead character ""Conrack"") as a young schoolteacher assigned to Yamacraw Island to teach the islands' children, all in one school. At first, the students reveal they know very little of the world beyond their island home. The heart of the movie is Conrack finding inspiration to awaken their young minds to the world around them. The students quickly reward their teacher with an eagerness to learn and a remarkable ability to grasp concepts that, only a short time before, had been foreign to them. Conrack uses unconventional and clever teaching techniques that happen to be, oh a little fun! God forbid. Learning AND fun? Together? Can't be, or so says the ones in charge. To avoid a spoiler, I shall just say that Conrack finds resistance with the boss man....and the ending is truly bittersweet.<br /><br />I am a 35 year old white male with some teaching experience, so I should identify with the lead character, Pat Conroy (aka, Conrack, Mr. Petroy). But I don't, I identify with the black kids. As a kid, I was bussed to the school on the other side of town from the 4th to the 6th grade, circa 1979. These kids in the movie remind me of my classmates then. Luckily, in 4th grade as a 8 or 9 year old, one doesn't understand racism. I just remember we were all being kids, playing 4-square, kickball, hide-and-seek, and running relays.<br /><br />This movie is very moving. There are delightful and poignant moments from beginning to end, non-stop. I found myself many times with tears in my eyes, then suddenly laughing out loud. It's a funny movie.<br /><br />""Git away from that winda!!"".... ""Sir, if you're prepared to accept crap, I should tell you that rabbit just did it in your lap.""..... ""So, you the white schoolteacher, Mr. Conrack. My grands LOVE Mr. Conrack. You a good looking teacher, you a good looking white man.""..... ""wind 15 mph from the east. Small boat warning. Small boats beware. Big boats OK, don't gotta worry 'bout nothing."".... ""not a fry cook, but Eleanor Roosevelt, not a share-cropper, but (something Latin)...that's Latin..hey wait!"".... ""Conrack sing like a frog....I sing good, whatcha talkin' 'bout?!"".<br /><br />It still mystifies me that I still hear nothing about this movie or that it has very little reputation or following. I intend to seek out more reviews, comments, background, and ""making of"" tidbits, if they are out there. What amazes me is the acting given from the untrained kids. One of the kids, Mary, I understand was an actress, and you can tell. However, the other kids have plenty of lines and genuine reactions. I wonder how they did it! I'm guessing that Conrack and Mary had precise dialogue to work with while some of the scenes unfold naturally or ad-libbed.<br /><br />Conrack is a special movie. In my opinion, it is one of the very few movies that are so good AND so unknown. Others in that category are King Rat ('65), Dark Passage ('47 with Bogie and Bacall), Gods Must Be Crazy ('80), and Bad Day at Black Rock ('55). I recommend them all. But first, take a seat in the class of Mr. Conrack."
0	"And believe me that's a pretty stunning accomplishment. Take ""Jolly Roger: Massacre at Cutter's Cove,"" change the killer from a pirate to a prospector, change his obsession from buried treasure to old gold, and his color from puke green to deep blue. You now have ""Miner's Massacre."" The problem is, at least ""Jolly Roger"" was entertaining enough -- albeit in a so-bad-it's-good way -- to keep you watching it for the whole two hours. There's no strip-joint-murder scene or any bizarre killings. I can't tell you how many times I lost interest in ""Miner's Massacre"" and started doing dishes or cleaning around the condo. And, the ending is absolutely silly. The 49er dude just randomly re-appears out of nowhere to kill the local sheriff, while the lead actor and actress are sitting in the sheriff's cruiser, screaming. A truly horrible movie."
0	John Waters owes me 2 hours of my life back. I saw a sneak-preview screening of this way back in 1990, and I'm still in pain. Not before or since have I seen such a terrible piece of filmic waste spewed upon the screen. There is nothing positive I can say about this film. Acting--awful; plot--ridiculous; music--atrocious. Following the movie, my friends and I demanded our money back from the manager of the theater. He explained that, since it was a free screening, he couldn't give us anything in return, no matter how much agony we were suffering through. How Johnny Depp's career survived this trainwreck of a movie is anyone's guess.
0	Rarely seen a movie that deviates so much from the original premise and still remains (more or less) acceptableBloodline is a rather short (which is a good thing in this case) escapade that focuses on the mysterious Hellraiser box. Who wanted it to be made and how it cast a spell on the entire bloodline of the man who eventually created it. We're introduced to 3 generations of the Merchant family (all played by Bruce Ramsey); one in 18th century Paris, one in the present day and the last one in a future galaxy far, far away Opinions on this storyline may differ a loteither you think it's very idiotic and far-fetched ororiginal and dared. The initial atmosphere and setting by Clive Barker has completely vanished, yet the morbid surrounding remains and several sequences are still very creepy and unsettling. Hellraiser: Bloodline contains quite a lot of exquisite slaughtering and the charismatic presence of Pinhead (Doug Bradley) still is an extra horror-value. Pinhead  accompanied by a pet puppy this time  still knows how to killtoo bad he talks too much and his vicious speeches tend to get boring quickly. Best aspects in this production are the newly introduced `cenobites' and the occult Parisian portrait. Giant turn-offs are the weak script, the absence of the typical macabre humor and the lack of references to Barker's initial masterpiece. <br /><br />Although not highly memorable itself, Bloodline stands as the last watchable Hellraiser film. After this sequel, the series went downhill completely. So far, 2 more sequels came out (2 more are still in process) and neither of those is worth seeing. Hellraiser:Bloodline suffered from a lot of production difficulties and the director eventually preferred to be credited as Alan SmitheeMeaning he doesn't want to be remembered as the director of it. Who could blame him?
1	This was a great 1981 film which had a great story about three men and two girls who go on a camping trip together and go through thick woods and high mountains with a great water fall. This group of people run into property owned by George Kennedy, (Roy McLean) who plays the role as a Forest Ranger and rides a white horse. Roy McLean warns these young people that where they are going is no area for camping and they should turn back. Of course these young people pay no attention and proceed to have a ball swimming in the nude near the water fall and playing great music and dancing by the fire and having plenty of beer and wine. There is an old wooden one room school house that draws the gals and guys inside and it is from that point on the film starts to get very scary. There is one occasion when a young girl has to climb a tree in order to get away from a human beast who desires her body and starts chopping the tree down in order to capture her. Don't miss this film, there is plenty of everything.
0	Unfortunately, this movie is absolutely terrible. It's not even laughably bad, just plain bad. The actors do their best with what is the cheesiest script ever. How scary can a movie be when the climax actually involves a roomful of millions of styrofoam peanuts?
0	"This is a very strange film, with a no-name cast and virtually nothing known about it on the web. It uses an approach familiar to those who have watched the likes of Creepshow in that it introduces a trilogy of so-called ""horror"" shorts and blends them together into a connecting narrative of the people who are involved in the segments getting off a bus. There is a narrator who prattles on about relationships, but his talking adds absolutely nothing to the mix at all and just adds to the confusion. As for the stories themselves, well.. I swear I have not got a clue why this movie got an 18 certificate in the UK, which would bring it into line with the likes of Nightmare On Elm Street and The Exorcist. Nothing here is even remotely scary.. there is no gore, sex, nudity or even a swear word to liven things up, this is the kind of thing you could put out on Children's TV and no-one would bat an eyelid. I can only think if it had got the rating it truly deserved (a PG) no serious horror fan would be seen dead with it, so the distributor probably buffeted the BBFC until they relented. Anyway, here are the 3 tales in summary: 1. A man becomes dangerously obsessed with his telekinetic car to the point of alienating his fiancee. 2. A man who lives in a filthy apartment is understandably freaked out when a living organism evolved from his six-month old tuna casserole. 3. A woman thinks she has found the perfect man through a computer dating service.. that is until he starts to act weird.. And there you have it. Some of them are pretty amusing due to their outlandish premises (my favourite being number 2) but you get the feeling they were meant to be a) frightening and b) morality plays, unfortunately they fail miserably on both counts. To sum up then, this flick is an obscure curiosity.. for very good reasons."
1	In my never-ending quest to see as many quality movies as possible in my lifetime, i stumbled upon this film on cable. I tried Hitchcock three times before this, and never have i felt that the man's work lived up to the praise he had received. I always felt he was good, not great (from what I've seen) This was the best of his films I've seen thusfar. Robert Walker is absolutely chilling, his performance takes the film where Hitchcock wanted it to go. Even an average performance here damages the overall product. My favorite scene was his obsession about getting the lighter from the drain (how exactly does he get his arm down there though?) Bruno is quite a compelling character, but i also loved the performance by Patricia Hitchcock as Barbara. The rest of the Morton family as well as Guy were a bit dry and boring, but she added some flare to the movie, as well as having some of the better lines in the script.<br /><br />Lastly, in any suspense movie, you're going to live and die by your ending. This one holds water, unlike a couple other Hitchcock films I've seen. I truly was unsure of how it would end, which kept me on the edge while i watched and waited.
1	"After stabbing a retarded boy, the fifteen years old troubled and pessimist Leland P. Fitzgerald (Ryan Gosling) is sent to a juvenile detention. His teacher and aspirant writer Pearl Madison (Don Cheadle) gets close and tries to understand him, first with intention of writing a book, and later becoming his friend. Leland slowly discloses his sad vision of world, showing that he is a sociopath.<br /><br />""The United States of Leland"" is a depressive and interesting study of a character. The low paced riveting screenplay discloses pieces of the story like a puzzle; there are excellent lines and dialogs; the performances are great, although the twenty-three years old Ryan Gosling does not convince as a fifteen years old teenager; but it seems that a part is missing to complete the puzzle and make ""The United States of Leland"" an unforgettable movie. The disappointing clarification of the ""why"" for the violent action of Leland against Ryan Pollard is not convincing or touching, indeed shows that this character is a totally deranged sociopath with a weird and sick sight of world. Further, the way Allen Harris gets Pearl's knife is ridiculous. My vote is seven.<br /><br />Title (Brazil): ""O Mundo de Leland"" (""The World of Leland"")"
1	"I can get very tired of murder mysteries with the exception of a few really excellent TV series. Otherwise, there are just too many of these murder plot themes. I don't like the theme of the two over-clever, selfish youths killing as an intellectual exercise, I've no interest whatsoever in Hitchcock who appears to have been associated with this in some way I don't intend to find out about. But don't misunderstand me, the theme is in itself excellent, the whole movie is so well done, and of course Sandra Bullock is superlative as always. <br /><br />Sandra's character is (as in Miss Congeniality) not rated by the male team she works with in spite of her obvious skills, and the boss mostly ignores her ideas, eventually forcing her aside and giving the case to her male partner. Of course Sandra works out what's going on and nearly gets killed in a very dramatic denouement. It's intriguing how the boy who worked out the murder plot can't allow her to be killed by his colleague - he has a conscience of some sort and perhaps could be ""saved, while the other is a true psychopath.<br /><br />Sandra's hard shell is caused by misery in her past that's tied in poignantly with the murder case. Her colleague, realising that Sandra's solving this case in spite of being balked by the dense superior, finally discovers what happened to Sandra herself in her teens, that she must now face up to and exorcise and the last scene shows her starting - we hope anyway - to do just that. <br /><br />I can see from the few other reviews I've had time to read that this movie would attract a broadish group - those interested in the two spoilt boys whiling away their time with their grisly philosophical determination to trick the police and get away with the perfect murder, the relationship between them that's so cleverly depicted, the ghastly links to the heroine's past, a police theme, and some smokes and mirrors - as well as for Hitchcock fans.<br /><br />For those who've queried why Bullock's character has to have a problematic past, really I think this would be a far less interesting movie if she had been just a detective trying to fathom what was going on, with a willing sidekick helping out and a male-chauvinist boss. The link between the murder victim and the detective is necessary to show the detective becoming too involved or otherwise how would she lose her arrogant boss's confidence and thereby nearly lose her life? That's hardly an original theme, in fact it's usually an extremely irritating theme as this male chauvinist boss brutally tells his frustrated but obviously inspired operative to get off the case and leave it to someone who clearly doesn't have quite the skills to solve it nice though the sidekick is. I was getting very worried towards the end re what might happen to Sandra's character as her emotional involvement in the case and special sympathy for the unfortunate victim of the crime dangerously drove her on with this case by herself.<br /><br />I wasn't disappointed re the relationship between Bullock's character and her sidekick. That goes along interestingly and at times very poignantly.<br /><br />The relationship between the two boys is definitely intriguing, if that's what you were interested in watching. I felt it was kept low key in some ways either because the movie-makers didn't want to get into boy-boy friendships too much, or because we weren't supposed to think emotion ruled their relationship. The movie cleverly makes you wonder which boy's in charge of the situation and there are some twists and turns and the boys show their underlying immaturity at various stages.<br /><br />There one thing I wish had been clarified and that's what happens ""after the movie ends"" when Sandra's character arrives at the Court.... you need to see to movie to know why she's there.<br /><br />Very well acted by all. I certainly can't agree with those who complained against Bullock's acting - she was superb. The part suited her very well indeed. The story is gripping even if murder mysteries aren't your thing and they aren't that often mine."
0	This film derives from a Long Running ITV sitcom by the same name.The Sitcom lasted for half a decade roughly and brought to our screens Rigsby,Phillip,Alan,Mrs Jones & Vienna.<br /><br />Then in 1980 The film version hit the Cinemas.Now when it did,sadly Richard Beckinsale had passed away & was replaced by Only when i laugh actor Chris Strauli.<br /><br />I myself felt this gave the film a different feel.I would have preferred if it wasn't shot as Richard was a key character.Thats like having the porridge film without Godber or Mackay!<br /><br />The Film did have some classics moments definitely but it felt a bit De-Ja-Vu! Many parts were seen before in the TV Series. Now if you saw the movie first rather than the Series you would get a different feeling about it then the series fan!<br /><br />Saying that Leonard is definitely on top form and makes the movie,just like in the TV series.The Film has recently had a new lease of life on DVD and is usually on Terrestrial over a quiet weekend.It is a cracking good film,but for Rigsby fans you may feel that youv'e seen it similarly before.<br /><br />Saying that though its worth a buying/watching<br /><br />7.8/10
1	The first movie at the Fangoria Festival in Vegas and the most challenging. It's not a movie for everyone. A number of the films that followed used predictable classic horror formulas to tell predictable stories. This picture seemed determined to do its own thing.<br /><br />Tom Savini showed some comic chops as the over the top villain. He dominated every scene he was in, flipping his cape about like Leslie Neilson playing Dracula. It was great to hear his explanation after the film. He had such a good sense of humor about the role.<br /><br />I was glad I didn't have too many preconceptions going in, because the movie offered a lot of surprises. The story was funny and profane and unusual. There was a lot of love lavished on the look. Most important, it had a weird edge to it. Unlike many of the movies that followed and tried to use a similar classic horror style, this was a movie that used its look for a purpose.<br /><br />There were a lot of movies at the Fangoria Festival with bigger budgets, but none that dared to be this different.
0	Now, this movie is the worst i have ever seen!! It is simply a disaster. I think it's really a sick movie, i just wasted my time watching this cheap crap. I can't believe anyone would produce such a disaster. Such a waste of money and time. Nothing to learn from this movie, it's just a hollow sick evil flick. I don't think they could've make it worse, this movie just earned it's title as the king of lowest crap. The acting is a disaster, the meaning...oh well there is no meaning just a sick pain and sorrow introduced by the suffering child in the end of the movie, and the killing of the wife which again was another dumb blow to this movie. Do yourself a favor, if you actually have some self respect, keep away from this awfulness!!!
1	I was at the world premier of this movie, and have even met Todd a couples times around town (once at Olive Garden). Todd isn't a bad guy, he is just a small time film maker with little to no budget and big dreams.<br /><br />As for the movie, it is good if you like zombie films with very little plot and lots of blood and guts. You get to see some Kansas City locations and lots of raw meat, what could be better? :-) Look for the same 2 dozen people playing different zombies (with just a change of clothes or hats). You can have a good drinking game with this movie, take a shot whenever you see the same zombie in a different shirt.
1	I enjoyed this film very much. It effectively combines humor, fantasy, and a few moments of horror with a solid film making effort from Higuchinsky. Brilliant visuals and a very original story concerning spirals. My only complaints are that it had its dull moments and wasn't as daring as it could have been. Still, I give this a solid 8 out of 10. The U.S. should take note of this and other fine Japanese horror/fantasy films that have come along recently and have them available on Region 1 DVD. Actually, Asian cinema in general, have some of the finest films that have been unnoticed by the American public because they're hard to find. I strongly recommend people to go look for these treasures, they're hard to find, but once you find them, you'll be glad you did.
1	Zeke Rippy (Mic) is great, you totally believe his character. And it's scary as hell, I spent half the movie covering my eyes, the other half on the edge of my seat. It's cool to see something this suspenseful and frightening that isn't all blood and guts - but it did give me bad dreams.<br /><br /> Basically this is a great movie - see it the first chance you get.
0	I hesitated seeing this movie, having really enjoyed the original, 'Mostly Martha'. What a disappointment. Catherine Zeta Jones is a good actress but this wasn't her film. The original had poignant moments, perfectly punctuated with an incredible soundtrack. No reservations felt like it never connected. The food, the characters - nothing felt passionate. In Mostly Martha, the food came alive- every scene was filmed in such a way you could taste it with your eyes - the smells, the textures. The food in 'No Reservations' was in the background - rarely did we get a closeup of the preparation; the characters were not real enough to carry the movie without it. It was hard finishing the movie - many of the scenes felt awkward. See the original - it's a truly enjoyable movie; the soundtrack incredible.
0	"I have recently gone to the movie theatres to see the new (2007) version of Bridge to Teribithia. After, I went to the library to rent the older version to see it again without paying again. I must say that I was extremely disappointed! I found the older version to have horrible acting as well as corny lines including Jessie saying, ""I know Daddy, but I hurt so much inside"" after Leslie dies. It was quite horribly done and the casting was not much better in my opinion. I watched in amazement all the while saying no wonder they remade it. The story is great but trust me spend the money and see the new version, if you just see the old one you may never experience the true magic of Teribithia."
0	Oh mY God That has got to be one of the Most USELESS BRAINLESS STUPIDEST Comedy Ever Made!! What has Happened to Subhash Ghai, Even Apna Sapna Money Money Was Worth Watching<br /><br />Eww! GOD This Movie Stinks<br /><br />Do Not Watch it Save your Money Bad Movie Bad Cast Bad Jokes Bad Acting, even this movie is an Example of Shoe Polish being Rubbed on a Face<br /><br />Trust me This movie does even make you smile, Vulgar Jokes, Cheap jokes,A Really Stupid Movie with No concepts<br /><br />Rating 0 on 10<br /><br />AWFUL Movie those are the two hours im never getting back....<br /><br />Syed Shabbir Aly Naqvi of Pakistan
0	"Endless repetition about the evil World Bank, IMF, Globalization, and the Americans are blamed for all of Africa's problemsand the movie is long, about two hours, but it seems longer. The French actually occupied Mali, the country in which the movie takes place, for centuries, but are only peripheral bad guys.<br /><br />One doesn't learn enough about any of the characters to really care what's happening to themthey are completely marginal to the preaching, which goes on and on and on. There's no plot, no character development, no humor (except for a few pokes at Bush and Wolfowitz, but that's almost cheating it's so easy) and the production values are mediocreno redemption there.<br /><br />It is amazing that a movie can spend two hours preaching about such a big topic and convey utterly zero real information. The Irish ballad ""I was dying, and then the famine came"" has more content.<br /><br />The movie is boring, the sub-titles are tough to read, there is no real content about the subject of the film, and the propaganda is relentless.<br /><br />Skip this one."
0	This is one of Crichton's best books. The characters of Karen Ross, Peter Elliot, Munro, and Amy are beautifully developed and their interactions are exciting, complex, and fast-paced throughout this impressive novel.<br /><br />And about 99.8 percent of that got lost in the film. Seriously, the screenplay AND the directing were horrendous and clearly done by people who could not fathom what was good about the novel. I can't fault the actors because frankly, they never had a chance to make this turkey live up to Crichton's original work. I know good novels, especially those with a science fiction edge, are hard to bring to the screen in a way that lives up to the original. But this may be the absolute worst disparity in quality between novel and screen adaptation ever. The book is really, really good. The movie is just dreadful.
1	"This is a wonderful thriller I watched many times and never can get enough of.It's all about the obsessive love 5 people have for eachother in Paris, (un)lucky coincidences, false identities.The music makes it really gripping.There are hardly any flaws in the characters,just the end is not very credible,but a definite ""must-see"" still."
0	"The poet Carne disappears (didn´t he disappeared with Prévert?) and is followed by the judge Carne. The director wants to give his own vision of a youth that he doesn´t understand and he doesn´t want to. It´s a long way from the wonderful ""Les enfants du paradis""!!!!!!!!!!!!!!!!!!"
0	"How sad it is when a film as wonderful as ""Jurassic Park"" slowly nosedives into hackneyed and mediocre territory throughout its franchise. The newest sequel, Jurassic Park III, has given no thought to characters, a story, or pretty much a script, and instead relies on non-stop dinosaur action, which is neither thrilling nor very interesting to watch. The dinosaurs seemed to look incredibly fake compared to the 1993 technology, after 7 years of CGI advancements, it only gives you more of the feeling that the film was pumped out for the summer relying only on its name. The introduction of a pterodactyl does not a great movie make.<br /><br />Go see ""Shrek"" again.<br /><br />"
0	"This isn't ""so bad it's good""--It's ""so bad, it violates the Geneva Convention's prohibition on cruel and unusual punishment""! Only by reading the Synopsis can you even figure out the ""plot"" of this Straight to Video disaster. It's a hodge-podge of grainy stock footage spliced together with some of the all-time worst acting you'll ever have the misfortune to see. Comparing this incompetent, turgid, humorless mess to ""Dead Men Don't Wear Plaid"" is like saying that ""Gigli"" is like ""Citizen Kane"". The talentless cast are costumed in cheap, J.C. Penney ""Goin' to Church"" clothes, and there isn't the slightest attempt at period hairstyles or make-up. If you really want to see how this sort of ""homage"" can work, check out ""The Lost Skeleton of Cadavra""--It's clever, well-written, and best of all, performed by actual actors who aren't such agony to watch. For that matter, seek out the work of Phoenix artist Paul Wilson whose Sci-Fi short ""The Attack of the 70 foot Courtesy Lady"" leaves this film in the dust. The people in Terror In the Tropics look and sound like they were pulled off the street and given their scripts to read during the one and only take. This is an insult to Bela Lugosi, Boris Karloff, Lon Chaney, and anyone else involved in the films they cannibalized to make this schlock-fest! Money isn't the problem--A lot can be accomplished with very little expense. A good script, decent actors, and above Z-Grade costumes and production design should have been a given before the so-called director created this stinky pile of cinematic offal. Let's hope the ""promise"" of a sequel doesn't come true--That was by far the scariest thing shown in the whole movie!!"
0	When my parents rented this movie, I was expecting a very funny movie as Randy Quaid is very funny in comedy movies. However, this movie is not all that funny and it is somewhat boring too. You can see the surprise coming a mile away and it runs long for a movie that is supposedly only eighty one minutes long. So I can honestly say it is not a movie that is on my favorites list. It may work for some people, but it just did not work with me at all proving to be rather slow in the build-up with virtually nothing that amused me within the entire movie. Randy Quaid is wasted and the rest of the cast is a list of very bland actors and actresses. The premise of the movie had potential, as did the casting of Quaid, but all of it just sputters and the inclusion of the horror element just seems very unnecessary. Granted, the one dream sequence the kid had when he jumped on the bed and it suddenly became a whirlpool of blood was very nicely done and would have worked very well in a movie that was supposed to be pure horror, instead of one that lists comedy as its first genre.
0	"Tru Calling was good but it could have been great. The concept was intriguing and allowed for seriously strange and frightening story lines that might have been explored in future. Unfortunately the writing and an actor let the show down.<br /><br />The writing wasn't too bad but there were holes. In episode 13, ""Drop Dead Gorgeous"", an incredibly toxic poison was supposedly used to kill the victim. This was so toxic and killed so quickly the victim had no time to run or even scream for help. Yet there was no plausible explanation for how the killer obtained such a powerful poison.<br /><br />In episode 15, ""The Getaway"", the off-duty policeman responded unrealistically. In the second diner scene he (meekly) tells the robber to drop the gun and when she doesn't follow the order, and in fact turns the gun in his direction, he allows it to turn into a standoff and then escalate into a hostage situation  the very situation he'd been warned about. His response should (would) have been to shoot the robber when she failed to follow his order and upon her turning the gun on him. There are other faults in the stories but I'll leave it with these two examples. In spite of the writing faults I did like the show.<br /><br />The other problem I had was that I just could not accept Eliza Dushku in this roll. In my opinion she is too inexperienced and lightweight to carry this part. She never walked anywhere, she marched; and far too often she came to an abrupt stop on her mark. <br /><br />She also lacked any really emotional facial expression or intonation. She either has a pensive look or a cute smile; rarely are other emotions apparent. When she tries to appear dramatic she begins her line looking away and 'then' turns her eyes to her fellow actor. Or alternatively she begins her line looking at her opposite and then looks away. Both are annoying when done as a replacement for true emotion. An example of her lack of intonation is in episode 20, ""Two Weddings and a Funeral"", during her second wedding speech is devoid of emotion (eg. hearts in our hearts).<br /><br />I liked all of the other actors in their respective parts and they were all believable. With improved writing and a lead change Tru Calling might have made it."
1	"This film flopped miserably in the UK, and it didn't deserve to. The trailer of this film is slightly misleading, and I guess it mislead critics and audiences into thinking it was ""Atonement: Part 2"". While the film was marketed that way to capitalise on the earlier success of Joe Wright's BAFTA-winning film, it's very different in tone. It focuses on an imagination of sorts of Welsh poet Dylan Thomas' life during the Second World War as the writer of propaganda films for the war effort, and his subsequent return to Wales. Director John Maybury quickly introduces Dylan's (Matthew Ryhs) childhood sweetheart Vera Phillips, played by Keira Knightley. She was Dylan's first love in their homeland, but the moment has passed, and singer Vera only wants it as a beautiful memory. Or does she? Vera unexpectedly strikes up a close bond with the other woman in Dylan's life, ""Queen of Ireland, love of my life, mother of my child"" Caitlin Thomas (Sienna Miller). The three form a sort of menage a trois in war-struck London, but Vera then falls for a dashing soldier, William Killick (Cillian Murphy). They quickly marry, with Killick leaving for War. A frightened Vera convinces the Thomas' to return witb her to Wales, but the three are faced with the realism of the birth of Vera's child, William's jealousy and shell-shock after returning home, and Caitlin realising she cannot share Dylan with her best friend.<br /><br />Filmed on a low budget, this is more of a mood piece than anything else. It works best as a realisation that some memories and feelings need to be treasured but not renewed. The performance of Sienna Miller is particularly excrellent (unfortunately the paparazzi nonsense detracts from the fact thats she's quite a talent), and Knightley and Murphy are once again very good. The let-down is Rhys as Dylan, who, while the Welsh poet himself was no bed of roses, lacks charisma and makes us wonder what these women see in Dylan. The writing is very choppy, some beautiful moments interspersed with sloppiness. It's certainly worth watching, however."
